brand,offset_s,peak,verdict,video_dur,audio_dur,onset_s,source,status
NOMAD-0957,5.039,0.925,confirmed,251.821,241.667,2.0,measured,active
NOMAD-0958,5.039,0.886,confirmed,241.721,231.44,7.35,measured,active
NOMAD-0959,5.039,0.9,confirmed,237.355,226.733,1.2,measured,active
NOMAD-0960,5.039,0.863,confirmed,298.261,288.107,6.2,measured,active
NOMAD-0961,5.039,0.786,confirmed,338.621,328.467,12.3,measured,active
NOMAD-0962,5.039,0.885,confirmed,218.421,207.627,16.1,measured,active
NOMAD-0963,5.039,0.956,confirmed,304.821,294.667,32.0,measured,active
NOMAD-0964,5.039,0.805,confirmed,283.19,273.036,15.15,measured,active
NOMAD-0965,5.039,0.775,confirmed,218.066,207.911,23.85,measured,active
NOMAD-0966,5.039,0.975,confirmed,311.888,301.733,2.15,measured,active
NOMAD-0967,5.039,0.9,confirmed,183.888,173.558,23.0,measured,active
NOMAD-0968,5.063,0.926,confirmed,377.23,366.933,16.0,measured,active
NOMAD-0969,5.039,0.811,confirmed,255.488,245.333,13.45,measured,active
NOMAD-0970,5.063,0.883,confirmed,255.395,245.16,17.15,measured,active
NOMAD-0971,5.063,0.843,confirmed,318.599,307.483,16.45,measured,active
NOMAD-0972,5.063,0.828,confirmed,213.227,202.92,0.4,measured,active
NOMAD-0973,5.063,0.967,confirmed,478.33,468.08,22.8,measured,active
NOMAD-0974,5.039,0.85,confirmed,241.275,231.121,3.95,measured,active
NOMAD-0975,5.039,0.562,confirmed,248.521,237.853,2.3,measured,active
NOMAD-0976,5.215,0.01,needs-review,102.329,91.648,1.7,measured,active
NOMAD-0977,5.039,0.917,confirmed,216.321,205.893,0.4,measured,active
NOMAD-0978,5.039,0.978,confirmed,176.821,166.126,2.5,measured,active
NOMAD-0979,5.039,0.784,confirmed,285.293,275.139,15.05,measured,active
NOMAD-0980,5.039,0.813,confirmed,187.455,176.88,18.3,measured,active
NOMAD-0981,5.039,0.584,confirmed,234.914,224.76,17.75,measured,active
NOMAD-0982,5.039,0.351,confirmed,268.088,257.733,1.35,measured,active
NOMAD-0983,5.039,0.881,confirmed,218.288,207.893,3.45,measured,active
NOMAD-0984,5.039,0.783,confirmed,304.557,294.401,16.1,measured,active
NOMAD-0985,5.039,0.923,confirmed,211.955,201.025,17.2,measured,active
NOMAD-0986,5.039,0.77,confirmed,154.521,144.0,11.9,measured,active
NOMAD-0987,5.039,0.722,confirmed,211.954,201.522,0.65,measured,active
NOMAD-0988,5.039,0.806,confirmed,176.241,166.12,0.15,measured,active
NOMAD-0989,5.039,0.911,confirmed,317.054,306.733,58.55,measured,active
NOMAD-0990,5.039,0.991,confirmed,319.421,309.0,0.05,measured,active
NOMAD-0991,5.039,0.716,confirmed,243.554,232.867,0.25,measured,active
NOMAD-0992,5.039,0.799,confirmed,285.021,274.758,0.95,measured,active
NOMAD-0993,5.039,0.707,confirmed,224.987,214.76,10.65,measured,active
NOMAD-0994,5.039,0.814,confirmed,191.334,181.213,0.85,measured,active
NOMAD-0995,5.039,0.859,confirmed,236.218,226.097,9.55,measured,active
NOMAD-0996,5.039,0.872,confirmed,197.021,186.543,2.75,measured,active
NOMAD-0997,5.063,0.842,confirmed,236.888,225.027,6.2,measured,active
NOMAD-0998,5.039,0.89,confirmed,172.414,162.293,8.75,measured,active
NOMAD-0999,5.039,0.672,confirmed,284.441,274.32,8.6,measured,active
NOMAD-1000,5.039,0.844,confirmed,295.588,285.467,0.8,measured,active
NOMAD-1001,7.771,0.039,needs-review,176.641,227.307,14.25,measured,active
NOMAD-1002,5.039,0.866,confirmed,186.987,176.8,0.5,measured,active
NOMAD-1003,5.039,0.878,confirmed,208.254,197.453,16.9,measured,active
NOMAD-1004,5.039,0.757,confirmed,202.321,192.007,6.05,measured,active
NOMAD-1005,5.039,0.803,confirmed,321.408,311.327,0.45,measured,active
NOMAD-1006,5.039,0.964,confirmed,62.121,52.032,1.9,measured,active
NOMAD-1007,5.039,0.987,confirmed,137.134,127.013,0.05,measured,active
NOMAD-1008,5.039,0.81,confirmed,197.621,187.188,0.1,measured,active
NOMAD-1009,5.039,0.959,confirmed,265.587,254.723,7.8,measured,active
NOMAD-1010,5.039,0.89,confirmed,287.042,276.921,14.15,measured,active
NOMAD-1011,5.039,0.892,confirmed,178.387,168.02,10.15,measured,active
NOMAD-1012,5.039,0.871,confirmed,342.441,332.32,24.0,measured,active
NOMAD-1013,5.039,0.968,confirmed,304.487,294.307,7.35,measured,active
NOMAD-1014,5.039,0.806,confirmed,296.868,286.747,21.6,measured,active
NOMAD-1015,5.039,0.913,confirmed,337.414,327.293,48.75,measured,active
NOMAD-1016,5.039,0.921,confirmed,273.954,263.213,27.5,measured,active
NOMAD-1017,5.039,0.721,confirmed,277.721,267.28,6.6,measured,active
NOMAD-1018,5.039,0.924,confirmed,149.411,139.29,12.4,measured,active
NOMAD-1019,5.039,0.91,confirmed,156.187,145.482,3.4,measured,active
NOMAD-1020,5.039,0.925,confirmed,239.0,228.879,3.4,measured,active
NOMAD-1021,5.063,0.842,confirmed,316.022,305.8,16.9,measured,active
NOMAD-1022,5.039,0.868,confirmed,175.721,165.187,0.1,measured,active
NOMAD-1023,5.039,0.934,confirmed,249.154,238.422,0.25,measured,active
NOMAD-1024,5.039,0.944,confirmed,274.221,264.001,8.0,measured,active
NOMAD-1025,5.039,0.871,confirmed,193.854,183.463,1.1,measured,active
NOMAD-1026,5.039,0.608,confirmed,451.748,441.627,0.45,measured,active
NOMAD-1027,5.039,0.662,confirmed,142.068,131.947,0.0,measured,active
NOMAD-1028,5.039,0.742,confirmed,223.054,212.952,7.55,measured,active
NOMAD-1029,5.039,0.841,confirmed,301.988,291.867,5.35,measured,active
NOMAD-1030,5.039,0.91,confirmed,275.587,265.36,23.65,measured,active
NOMAD-1031,5.039,0.963,confirmed,154.554,143.508,8.55,measured,active
NOMAD-1032,5.039,0.919,confirmed,452.521,441.797,45.65,measured,active
NOMAD-1033,5.039,0.928,confirmed,312.721,302.158,9.9,measured,active
NOMAD-1034,5.039,0.714,confirmed,323.887,313.56,15.5,measured,active
NOMAD-1035,5.039,0.735,confirmed,183.134,173.013,11.1,measured,active
NOMAD-1036,5.039,0.891,confirmed,181.494,171.373,0.0,measured,active
NOMAD-1037,5.039,0.846,confirmed,311.221,300.693,4.9,measured,active
NOMAD-1038,5.039,0.798,confirmed,316.974,306.853,8.8,measured,active
NOMAD-1039,5.039,0.819,confirmed,192.121,181.413,2.65,measured,active
NOMAD-1040,5.039,0.842,confirmed,117.454,107.333,1.25,measured,active
NOMAD-1041,5.039,0.559,confirmed,221.254,210.727,1.05,measured,active
NOMAD-1042,5.039,0.502,confirmed,259.041,248.92,7.95,measured,active
NOMAD-1043,5.039,0.613,confirmed,255.708,245.587,0.0,measured,active
NOMAD-1044,5.039,0.946,confirmed,178.976,168.476,22.35,measured,active
NOMAD-1045,5.039,0.943,confirmed,216.854,206.733,16.1,measured,active
NOMAD-1046,5.039,0.743,confirmed,201.686,191.565,20.55,measured,active
NOMAD-1047,5.063,0.991,confirmed,378.089,367.907,1.55,measured,active
NOMAD-1048,3.149,0.893,needs-review,312.781,306.491,2.15,measured,active
NOMAD-1049,5.039,0.655,confirmed,179.814,169.693,5.1,measured,active
NOMAD-1050,5.039,0.69,confirmed,192.387,181.867,13.2,measured,active
NOMAD-1051,5.039,0.786,confirmed,214.821,203.883,14.85,measured,active
NOMAD-1052,5.063,0.322,confirmed,168.599,156.867,8.25,measured,active
NOMAD-1053,5.039,0.686,confirmed,279.454,268.733,8.6,measured,active
NOMAD-1054,5.039,0.825,confirmed,208.234,197.666,17.85,measured,active
NOMAD-1055,5.039,0.863,confirmed,234.854,224.515,9.65,measured,active
NOMAD-1056,5.063,0.888,confirmed,279.218,267.714,17.9,measured,active
NOMAD-1057,5.063,0.869,confirmed,206.772,196.625,0.2,measured,active
NOMAD-1058,5.063,0.922,confirmed,285.999,275.774,32.35,measured,active
NOMAD-1059,5.063,0.86,confirmed,171.78,160.009,4.25,measured,active
NOMAD-1060,5.039,0.886,confirmed,198.254,187.733,2.0,measured,active
NOMAD-1061,5.063,0.757,confirmed,263.754,252.262,18.65,measured,active
NOMAD-1062,5.063,0.942,confirmed,180.116,169.412,19.05,measured,active
NOMAD-1063,5.063,0.833,confirmed,177.887,166.933,7.8,measured,active
NOMAD-1064,5.063,0.937,confirmed,177.887,166.28,2.15,measured,active
NOMAD-1065,5.063,0.841,confirmed,242.252,231.933,12.7,measured,active
NOMAD-1066,5.063,0.864,confirmed,196.834,185.973,2.25,measured,active
NOMAD-1067,5.063,0.938,confirmed,184.783,172.846,8.4,measured,active
NOMAD-1068,5.063,0.73,confirmed,196.95,184.905,16.0,measured,active
NOMAD-1069,5.063,0.835,confirmed,259.923,248.093,8.65,measured,active
NOMAD-1070,5.063,0.766,confirmed,225.72,214.468,14.05,measured,active
NOMAD-1071,5.063,0.929,confirmed,336.757,325.493,8.0,measured,active
NOMAD-1072,5.063,0.942,confirmed,191.888,179.879,0.3,measured,active
NOMAD-1073,5.063,0.964,confirmed,196.23,184.268,10.7,measured,active
NOMAD-1074,5.063,0.743,confirmed,246.896,235.669,0.1,measured,active
NOMAD-1075,5.063,0.691,confirmed,163.583,151.787,0.3,measured,active
NOMAD-1076,5.063,0.527,confirmed,138.227,126.667,3.85,measured,active
NOMAD-1077,5.063,0.936,confirmed,212.624,201.84,6.35,measured,active
NOMAD-1078,5.063,0.94,confirmed,261.687,250.84,1.3,measured,active
NOMAD-1079,5.063,0.773,confirmed,206.633,195.76,10.35,measured,active
NOMAD-1080,5.063,0.889,confirmed,152.646,141.084,11.4,measured,active
NOMAD-1081,5.063,0.922,confirmed,233.731,221.952,4.25,measured,active
NOMAD-1082,5.063,0.727,confirmed,212.299,200.806,5.1,measured,active
NOMAD-1083,5.063,0.735,confirmed,244.388,233.013,0.5,measured,active
NOMAD-1084,5.063,0.728,confirmed,295.658,285.269,14.15,measured,active
NOMAD-1085,5.039,0.609,confirmed,308.392,298.271,12.35,measured,active
NOMAD-1086,5.063,0.817,confirmed,216.362,205.4,0.15,measured,active
NOMAD-1087,5.063,0.727,confirmed,229.992,219.507,4.1,measured,active
NOMAD-1088,5.063,0.871,confirmed,202.848,191.013,0.7,measured,active
NOMAD-1089,5.063,0.771,confirmed,239.025,228.213,17.4,measured,active
NOMAD-1090,5.063,0.88,confirmed,242.693,232.498,4.45,measured,active
NOMAD-1091,5.063,0.792,confirmed,156.896,145.151,4.45,measured,active
NOMAD-1092,5.063,0.856,confirmed,262.895,252.56,38.15,measured,active
NOMAD-1093,5.063,0.844,confirmed,421.023,410.867,6.05,measured,active
NOMAD-1094,5.063,0.654,confirmed,261.943,251.784,7.25,measured,active
NOMAD-1095,14.644,0.027,needs-review,186.501,174.78,13.9,measured,active
NOMAD-1096,5.063,0.951,confirmed,182.577,172.427,8.45,measured,active
NOMAD-1097,5.063,0.922,confirmed,213.39,203.24,31.5,measured,active
NOMAD-1098,5.063,0.869,confirmed,322.106,311.947,15.15,measured,active
NOMAD-1099,5.063,0.845,confirmed,244.365,233.373,5.9,measured,active
NOMAD-1100,5.063,0.885,confirmed,323.731,312.867,19.25,measured,active
NOMAD-1101,5.063,0.902,confirmed,306.525,295.133,24.85,measured,active
NOMAD-1102,19.897,0.015,needs-review,274.18,262.541,4.9,measured,active
NOMAD-1103,5.063,0.884,confirmed,221.935,210.28,5.35,measured,active
NOMAD-1104,5.063,0.872,confirmed,233.893,223.725,33.35,measured,active
NOMAD-1105,5.063,0.806,confirmed,203.916,193.724,5.85,measured,active
NOMAD-1106,5.063,0.812,confirmed,222.469,212.107,8.75,measured,active
NOMAD-1107,5.063,0.956,confirmed,216.687,205.099,1.5,measured,active
NOMAD-1108,5.063,0.978,confirmed,305.921,293.75,8.0,measured,active
NOMAD-1109,5.063,0.822,confirmed,182.298,170.162,4.05,measured,active
NOMAD-1110,5.063,0.966,confirmed,323.127,312.293,43.25,measured,active
NOMAD-1111,8.063,0.913,confirmed,204.961,191.8,0.05,measured,active
NOMAD-1112,5.063,0.842,confirmed,228.181,217.464,16.45,measured,active
NOMAD-1113,5.063,0.855,confirmed,187.616,177.0,12.1,measured,active
NOMAD-1114,5.063,0.917,confirmed,211.161,199.478,8.5,measured,active
NOMAD-1115,5.063,0.825,confirmed,278.081,267.893,2.65,measured,active
NOMAD-1116,8.063,0.913,confirmed,278.197,264.92,0.0,measured,active
NOMAD-1117,5.063,0.658,confirmed,199.04,188.893,8.55,measured,active
NOMAD-1118,8.063,0.957,confirmed,307.663,294.107,0.1,measured,active
NOMAD-1119,5.063,0.732,confirmed,250.89,239.92,22.15,measured,active
NOMAD-1120,5.063,0.87,confirmed,266.447,256.28,12.05,measured,active
NOMAD-1121,5.063,0.829,confirmed,263.29,253.133,20.15,measured,active
NOMAD-1122,5.063,0.822,confirmed,139.225,129.067,10.6,measured,active
NOMAD-1123,5.063,0.583,confirmed,242.484,231.373,6.3,measured,active
NOMAD-1124,5.063,0.876,confirmed,251.889,239.96,6.55,measured,active
NOMAD-1125,5.059,0.925,confirmed,224.324,212.815,14.0,measured,active
NOMAD-1126,5.059,0.956,confirmed,342.02,331.6,0.05,measured,active
NOMAD-1127,5.059,0.895,confirmed,183.279,172.525,17.9,measured,active
NOMAD-1128,5.059,0.847,confirmed,107.929,96.985,10.75,measured,active
NOMAD-1129,5.059,0.998,confirmed,394.052,383.267,12.75,measured,active
NOMAD-1130,5.059,0.918,confirmed,258.223,247.723,30.7,measured,active
NOMAD-1131,5.059,0.961,confirmed,244.228,232.44,1.1,measured,active
NOMAD-1132,8.059,0.677,confirmed,210.009,196.8,0.75,measured,active
NOMAD-1133,5.059,0.82,confirmed,175.449,163.545,14.1,measured,active
NOMAD-1134,5.059,0.846,confirmed,227.652,215.467,9.7,measured,active
NOMAD-1135,5.059,0.92,confirmed,293.743,283.253,22.3,measured,active
NOMAD-1136,5.059,0.922,confirmed,280.644,270.493,1.4,measured,active
NOMAD-1137,5.059,0.942,confirmed,265.625,254.742,24.6,measured,active
NOMAD-1138,5.059,0.766,confirmed,195.951,185.626,12.0,measured,active
NOMAD-1139,5.059,0.92,confirmed,181.487,171.333,13.5,measured,active
NOMAD-1140,5.059,0.951,confirmed,294.02,283.293,24.0,measured,active
NOMAD-1141,5.059,0.932,confirmed,211.332,201.173,8.15,measured,active
NOMAD-1142,5.059,0.864,confirmed,174.127,163.973,0.0,measured,active
NOMAD-1143,5.059,0.888,confirmed,233.924,223.293,17.5,measured,active
NOMAD-1144,5.059,0.962,confirmed,253.593,241.653,27.85,measured,active
NOMAD-1145,5.059,0.605,confirmed,213.679,203.474,8.45,measured,active
NOMAD-1146,5.059,0.745,confirmed,225.391,215.053,0.0,measured,active
NOMAD-1147,5.059,0.85,confirmed,224.58,212.922,4.45,measured,active
NOMAD-1148,8.059,0.775,confirmed,205.145,191.413,0.4,measured,active
NOMAD-1149,5.059,0.765,confirmed,147.289,137.133,18.55,measured,active
NOMAD-1150,5.059,0.832,confirmed,273.561,262.44,7.75,measured,active
NOMAD-1151,5.059,0.905,confirmed,242.329,231.627,15.65,measured,active
NOMAD-1152,5.059,0.6,confirmed,258.607,248.453,14.35,measured,active
NOMAD-1153,5.059,0.879,confirmed,215.663,204.693,9.35,measured,active
NOMAD-1154,5.059,0.746,confirmed,285.828,273.693,6.8,measured,active
NOMAD-1155,5.059,0.797,confirmed,478.084,466.467,30.7,measured,active
NOMAD-1156,5.059,0.929,confirmed,250.031,239.88,7.8,measured,active
NOMAD-1157,5.059,0.903,confirmed,214.916,203.813,9.45,measured,active
NOMAD-1158,5.059,0.716,confirmed,273.476,261.827,9.95,measured,active
NOMAD-1159,5.059,0.957,confirmed,174.788,164.2,50.05,measured,active
NOMAD-1160,5.059,0.674,confirmed,212.612,202.0,7.8,measured,active
NOMAD-1161,5.059,0.941,confirmed,281.86,269.84,19.85,measured,active
NOMAD-1162,5.059,0.804,confirmed,191.023,179.86,3.7,measured,active
NOMAD-1163,5.016,0.375,confirmed,188.064,178.011,1.4,measured,active
NOMAD-1164,5.037,0.806,confirmed,167.119,157.0,7.85,measured,active
NOMAD-1165,8.059,0.952,confirmed,247.385,234.227,1.15,measured,active
NOMAD-1166,8.059,0.512,confirmed,228.292,215.133,0.25,measured,active
NOMAD-1167,5.059,0.856,confirmed,211.225,199.645,5.0,measured,active
NOMAD-1168,5.059,0.924,confirmed,221.977,210.56,23.75,measured,active
NOMAD-1169,5.059,0.957,confirmed,197.892,186.333,13.0,measured,active
NOMAD-1170,5.059,0.462,confirmed,198.063,187.2,3.75,measured,active
NOMAD-1171,5.059,0.918,confirmed,222.148,212.0,20.55,measured,active
NOMAD-1172,5.059,0.794,confirmed,237.209,225.053,4.25,measured,active
NOMAD-1173,5.059,0.762,confirmed,243.609,232.124,6.45,measured,active
NOMAD-1174,5.059,0.946,confirmed,193.583,182.107,13.5,measured,active
NOMAD-1175,5.059,0.987,confirmed,267.972,257.827,11.7,measured,active
NOMAD-1176,8.059,0.826,confirmed,190.468,177.321,0.55,measured,active
NOMAD-1177,8.059,0.968,confirmed,199.193,186.027,1.15,measured,active
NOMAD-1178,5.059,0.96,confirmed,235.076,224.053,14.8,measured,active
NOMAD-1179,8.059,0.853,confirmed,133.892,120.744,0.25,measured,active
NOMAD-1180,8.059,0.907,confirmed,216.409,203.267,0.55,measured,active
NOMAD-1181,8.059,0.76,confirmed,371.439,357.74,1.95,measured,active
NOMAD-1182,5.059,0.894,confirmed,206.511,194.627,6.9,measured,active
NOMAD-1183,5.059,0.583,confirmed,256.409,245.264,11.35,measured,active
NOMAD-1184,5.059,0.748,confirmed,223.748,211.88,7.15,measured,active
NOMAD-1185,5.059,0.939,confirmed,232.153,221.027,4.7,measured,active
NOMAD-1186,5.059,0.761,confirmed,216.644,205.747,14.95,measured,active
NOMAD-1187,5.016,0.87,confirmed,222.652,212.6,21.25,measured,active
NOMAD-1188,5.016,0.506,confirmed,279.586,269.533,18.6,measured,active
NOMAD-1189,5.059,0.38,confirmed,226.927,216.773,10.65,measured,active
NOMAD-1190,5.016,0.959,confirmed,63.952,53.6,10.5,measured,active
NOMAD-1191,5.016,0.848,confirmed,315.426,305.373,9.3,measured,active
NOMAD-1192,5.059,0.871,confirmed,223.449,211.933,19.7,measured,active
NOMAD-1193,5.059,0.858,confirmed,234.628,223.067,19.0,measured,active
NOMAD-1194,5.016,0.758,confirmed,142.631,132.307,9.3,measured,active
NOMAD-1195,5.016,0.62,confirmed,317.931,306.24,16.25,measured,active
NOMAD-1196,5.016,0.825,confirmed,262.064,251.493,8.05,measured,active
NOMAD-1197,5.016,0.852,confirmed,231.764,221.293,21.8,measured,active
NOMAD-1198,5.016,0.874,confirmed,233.898,223.867,9.65,measured,active
NOMAD-1199,5.016,0.612,confirmed,142.898,132.867,1.35,measured,active
NOMAD-1200,5.016,0.987,confirmed,164.127,154.096,2.25,measured,active
NOMAD-1201,5.016,0.971,confirmed,211.531,201.231,0.0,measured,active
NOMAD-1202,5.016,0.831,confirmed,208.731,198.0,16.45,measured,active
NOMAD-1203,5.016,0.861,confirmed,197.698,187.667,11.05,measured,active
NOMAD-1204,5.016,0.577,confirmed,342.664,331.674,25.1,measured,active
NOMAD-1205,5.016,0.876,confirmed,227.497,217.2,21.5,measured,active
NOMAD-1206,5.016,0.797,confirmed,222.418,212.387,4.05,measured,active
NOMAD-1207,5.016,0.794,confirmed,326.397,314.886,5.55,measured,active
NOMAD-1208,5.016,0.822,confirmed,197.364,187.333,3.75,measured,active
NOMAD-1209,5.016,0.946,confirmed,233.264,223.093,25.05,measured,active
NOMAD-1210,5.016,0.929,confirmed,200.031,189.069,0.1,measured,active
NOMAD-1211,5.016,0.932,confirmed,250.418,240.387,24.95,measured,active
NOMAD-1212,5.016,0.837,confirmed,194.531,184.197,5.35,measured,active
NOMAD-1213,5.016,0.861,confirmed,225.731,214.239,4.7,measured,active
NOMAD-1214,5.016,0.928,confirmed,196.631,186.173,2.3,measured,active
NOMAD-1215,5.016,0.922,confirmed,223.764,212.126,29.2,measured,active
NOMAD-1216,5.016,0.905,confirmed,219.031,207.424,3.4,measured,active
NOMAD-1217,5.016,0.627,confirmed,287.497,275.795,4.45,measured,active
NOMAD-1218,5.016,0.901,confirmed,209.631,197.904,5.5,measured,active
NOMAD-1219,5.016,0.736,confirmed,229.661,219.63,3.3,measured,active
NOMAD-1220,5.016,0.44,confirmed,285.497,273.934,16.95,measured,active
NOMAD-1221,5.016,0.499,confirmed,246.764,235.92,3.2,measured,active
NOMAD-1222,5.016,0.862,confirmed,228.631,218.333,6.8,measured,active
NOMAD-1223,5.016,0.723,confirmed,309.464,298.06,18.6,measured,active
NOMAD-1224,5.016,0.868,confirmed,198.797,187.48,4.8,measured,active
NOMAD-1225,5.016,0.961,confirmed,404.697,393.091,3.65,measured,active
NOMAD-1226,5.016,0.604,confirmed,231.564,221.184,8.85,measured,active
NOMAD-1227,5.016,0.825,confirmed,284.597,274.133,3.2,measured,active
NOMAD-1228,5.016,0.875,confirmed,172.964,161.195,25.75,measured,active
NOMAD-1229,5.016,0.591,confirmed,203.064,192.0,21.05,measured,active
NOMAD-1230,5.016,0.902,confirmed,389.231,377.507,9.65,measured,active
NOMAD-1231,5.016,0.372,confirmed,111.731,101.293,4.8,measured,active
NOMAD-1232,5.016,0.939,confirmed,214.397,203.093,2.75,measured,active
NOMAD-1233,5.016,0.778,confirmed,240.464,229.88,17.55,measured,active
NOMAD-1234,5.016,0.909,confirmed,233.102,223.071,4.7,measured,active
NOMAD-1235,5.016,0.941,confirmed,233.264,222.318,14.25,measured,active
NOMAD-1236,5.016,0.388,confirmed,179.997,169.343,28.45,measured,active
NOMAD-1237,5.016,0.835,confirmed,227.871,217.84,1.55,measured,active
NOMAD-1238,5.016,0.939,confirmed,238.397,228.16,15.55,measured,active
NOMAD-1239,5.016,0.864,confirmed,197.964,186.491,5.15,measured,active
NOMAD-1240,5.016,0.814,confirmed,218.531,206.947,16.45,measured,active
NOMAD-1241,5.016,0.91,confirmed,228.564,217.718,4.5,measured,active
NOMAD-1242,5.016,0.948,confirmed,339.497,327.75,35.2,measured,active
NOMAD-1243,5.016,0.779,confirmed,98.797,87.765,1.45,measured,active
NOMAD-1244,5.016,0.88,confirmed,161.364,150.747,5.7,measured,active
NOMAD-1245,5.016,0.916,confirmed,168.464,158.0,22.15,measured,active
NOMAD-1246,5.016,0.828,confirmed,265.564,254.037,18.95,measured,active
NOMAD-1248,5.016,0.992,confirmed,230.031,218.326,89.6,measured,active
NOMAD-1249,5.016,0.969,confirmed,152.397,140.667,3.3,measured,active
NOMAD-1250,5.016,0.975,confirmed,216.497,205.205,3.65,measured,active
NOMAD-1251,5.016,0.465,confirmed,361.631,350.18,6.05,measured,active
NOMAD-1252,5.016,0.895,confirmed,376.231,365.013,9.0,measured,active
NOMAD-1253,5.016,0.783,confirmed,135.164,123.646,0.45,measured,active
NOMAD-1254,5.016,0.447,confirmed,359.631,347.986,12.55,measured,active
NOMAD-1255,5.016,0.689,confirmed,186.697,175.501,2.65,measured,active
NOMAD-1256,5.016,0.968,confirmed,257.831,246.521,9.3,measured,active
NOMAD-1257,5.016,0.954,confirmed,449.097,438.161,3.65,measured,active
NOMAD-1258,5.016,0.902,confirmed,201.487,191.456,4.55,measured,active
NOMAD-1259,5.016,0.894,confirmed,280.264,269.733,20.2,measured,active
NOMAD-1260,5.016,0.972,confirmed,177.264,166.601,21.1,measured,active
NOMAD-1261,5.016,0.656,confirmed,238.831,227.881,16.75,measured,active
NOMAD-1262,5.016,0.927,confirmed,186.297,174.701,13.15,measured,active
NOMAD-1263,5.016,0.967,confirmed,263.297,251.976,25.05,measured,active
NOMAD-1264,5.016,0.897,confirmed,295.231,283.453,23.8,measured,active
NOMAD-1265,5.016,0.722,confirmed,237.444,227.413,14.25,measured,active
NOMAD-1266,5.016,0.896,confirmed,195.831,184.933,3.25,measured,active
NOMAD-1267,5.016,0.846,confirmed,205.264,194.301,7.65,measured,active
NOMAD-1268,8.015,0.77,confirmed,123.331,109.401,2.3,measured,active
NOMAD-1269,8.015,0.808,confirmed,183.231,169.406,0.25,measured,active
NOMAD-1270,5.016,0.608,confirmed,229.164,219.027,4.05,measured,active
NOMAD-1271,8.015,0.632,confirmed,207.764,194.354,0.1,measured,active
NOMAD-1272,5.016,0.909,confirmed,189.031,179.0,12.95,measured,active
NOMAD-1273,5.016,0.868,confirmed,210.404,200.373,13.25,measured,active
NOMAD-1274,5.016,0.896,confirmed,196.864,186.613,14.4,measured,active
NOMAD-1275,5.016,0.789,confirmed,190.031,178.941,6.7,measured,active
NOMAD-1276,5.016,0.899,confirmed,244.664,233.96,16.05,measured,active
NOMAD-1277,5.016,0.428,confirmed,56.731,46.333,15.05,measured,active
NOMAD-1278,8.015,0.833,confirmed,240.218,227.187,0.35,measured,active
NOMAD-1279,5.016,0.9,confirmed,209.178,199.147,6.15,measured,active
NOMAD-1280,5.016,0.913,confirmed,195.664,185.267,23.9,measured,active
NOMAD-1281,5.016,0.863,confirmed,156.597,145.573,31.85,measured,active
NOMAD-1282,5.016,0.844,confirmed,226.464,216.147,20.75,measured,active
NOMAD-1283,5.016,0.841,confirmed,144.844,134.813,9.0,measured,active
NOMAD-1284,8.015,0.93,confirmed,254.831,241.333,0.05,measured,active
NOMAD-1285,5.016,0.976,confirmed,349.697,339.414,9.6,measured,active
NOMAD-1286,5.016,0.902,confirmed,232.164,222.133,24.0,measured,active
NOMAD-1287,8.015,0.774,confirmed,208.231,194.421,0.05,measured,active
NOMAD-1288,5.016,0.877,confirmed,232.497,221.467,14.5,measured,active
NOMAD-1289,5.016,0.912,confirmed,286.204,276.173,14.6,measured,active
NOMAD-1290,5.016,0.906,confirmed,237.464,226.733,6.85,measured,active
NOMAD-1291,5.016,0.764,confirmed,293.098,283.067,10.35,measured,active
NOMAD-1292,5.016,0.848,confirmed,206.218,196.187,2.65,measured,active
NOMAD-1293,5.016,0.896,confirmed,255.064,245.027,7.85,measured,active
NOMAD-1294,5.016,0.798,confirmed,122.071,112.04,6.6,measured,active
NOMAD-1295,5.016,0.862,confirmed,203.164,192.558,6.0,measured,active
NOMAD-1296,5.016,0.885,confirmed,242.064,231.427,11.45,measured,active
NOMAD-1297,5.016,0.583,confirmed,205.831,194.201,6.25,measured,active
NOMAD-1298,5.016,0.905,confirmed,198.231,186.941,32.45,measured,active
NOMAD-1299,5.016,0.909,confirmed,243.084,233.053,9.2,measured,active
NOMAD-1300,8.015,0.82,confirmed,208.331,194.477,2.05,measured,active
NOMAD-1301,8.015,0.916,confirmed,254.697,241.159,0.1,measured,active
NOMAD-1302,5.016,0.895,confirmed,190.73,180.699,0.7,measured,active
NOMAD-1303,5.016,0.939,confirmed,199.031,188.966,11.2,measured,active
NOMAD-1304,5.016,0.959,confirmed,235.731,225.48,4.7,measured,active
NOMAD-1305,5.016,0.922,confirmed,297.631,287.6,10.0,measured,active
NOMAD-1306,5.016,0.904,confirmed,313.997,303.773,55.9,measured,active
NOMAD-1307,8.015,0.613,confirmed,249.264,235.827,0.95,measured,active
NOMAD-1308,8.015,0.877,confirmed,160.231,146.593,0.0,measured,active
NOMAD-1309,5.016,0.726,confirmed,242.964,232.667,14.6,measured,active
NOMAD-1310,5.016,0.872,confirmed,346.031,336.0,14.3,measured,active
NOMAD-1311,5.016,0.944,confirmed,370.731,360.0,16.0,measured,active
NOMAD-1312,5.016,0.903,confirmed,253.797,243.267,6.9,measured,active
NOMAD-1313,5.016,0.805,confirmed,207.497,195.701,19.0,measured,active
NOMAD-1314,5.016,0.842,confirmed,332.897,321.241,21.55,measured,active
NOMAD-1315,5.016,0.869,confirmed,317.031,305.381,3.1,measured,active
